duplicate_group,sha256,dataset,file,absolute_path
80,1727c38d28cb18616a1ef035655e1c327809df67377f6176564e3b820405eb41,phenomsg,Hazardous\Hazardous\e-waste\close-up-shot-of-some-electronic-waste-E88KF4.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\close-up-shot-of-some-electronic-waste-E88KF4.jpg
81,94b758f31a4a88a412d01fbdaa7743d2a46bf859e34bbf0e253cb95042f2beb2,phenomsg,Hazardous\Hazardous\e-waste\Compact-Flourescent-Lighbulb - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Compact-Flourescent-Lighbulb - Copy.png
81,94b758f31a4a88a412d01fbdaa7743d2a46bf859e34bbf0e253cb95042f2beb2,phenomsg,Hazardous\Hazardous\e-waste\Compact-Flourescent-Lighbulb.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Compact-Flourescent-Lighbulb.png
82,1a7b2e47bfc1a017828dda42462c9755e2da289ad4116c600bafe5e0da1b8823,phenomsg,Hazardous\Hazardous\e-waste\Compact-fluorescent-lamps - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Compact-fluorescent-lamps - Copy.jpg
82,1a7b2e47bfc1a017828dda42462c9755e2da289ad4116c600bafe5e0da1b8823,phenomsg,Hazardous\Hazardous\e-waste\Compact-fluorescent-lamps.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Compact-fluorescent-lamps.jpg
83,94cd027086bbad49d5662df5ae6021c5146754387e35a6586537475d1e9409d8,phenomsg,Hazardous\Hazardous\e-waste\compact-fluorescent-light-bulb-vector-3890 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\compact-fluorescent-light-bulb-vector-3890 - Copy.jpg
83,94cd027086bbad49d5662df5ae6021c5146754387e35a6586537475d1e9409d8,phenomsg,Hazardous\Hazardous\e-waste\compact-fluorescent-light-bulb-vector-3890.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\compact-fluorescent-light-bulb-vector-3890.jpg
84,f592e351da9722f36985af9d7d437a6012785b42be04a78e28ba6f973244d9fd,phenomsg,Hazardous\Hazardous\e-waste\compact-fluorescent-light-bulbs-with-typical-color-temperatures-vector-HGPGPK - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\compact-fluorescent-light-bulbs-with-typical-color-temperatures-vector-HGPGPK - Copy.jpg
84,f592e351da9722f36985af9d7d437a6012785b42be04a78e28ba6f973244d9fd,phenomsg,Hazardous\Hazardous\e-waste\compact-fluorescent-light-bulbs-with-typical-color-temperatures-vector-HGPGPK.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\compact-fluorescent-light-bulbs-with-typical-color-temperatures-vector-HGPGPK.jpg
85,13f76e9ea121c601f3585fa906cca4b92efb07fb1460430e4c224d2f7ed9e34a,phenomsg,Hazardous\Hazardous\e-waste\Compact_fluorescent_light_bulb_with_GU24_connector - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Compact_fluorescent_light_bulb_with_GU24_connector - Copy.png
85,13f76e9ea121c601f3585fa906cca4b92efb07fb1460430e4c224d2f7ed9e34a,phenomsg,Hazardous\Hazardous\e-waste\Compact_fluorescent_light_bulb_with_GU24_connector.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Compact_fluorescent_light_bulb_with_GU24_connector.png
86,c6e54b7aa823e03c3af45f829bdcc7e3b43721fca15168311454b51ec0bcd4e5,phenomsg,Hazardous\Hazardous\e-waste\computer-electronic-waste-29637446 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\computer-electronic-waste-29637446 - Copy.jpg
86,c6e54b7aa823e03c3af45f829bdcc7e3b43721fca15168311454b51ec0bcd4e5,phenomsg,Hazardous\Hazardous\e-waste\computer-electronic-waste-29637446.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\computer-electronic-waste-29637446.jpg
87,d23592718622688717d91d7944af7e1322a14f5796d46f725f30e96c41554f19,phenomsg,Hazardous\Hazardous\e-waste\crompton-bulbs-and-cfls-19-08-2021-975-240174309-zjbfq - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\crompton-bulbs-and-cfls-19-08-2021-975-240174309-zjbfq - Copy.png
87,d23592718622688717d91d7944af7e1322a14f5796d46f725f30e96c41554f19,phenomsg,Hazardous\Hazardous\e-waste\crompton-bulbs-and-cfls-19-08-2021-975-240174309-zjbfq.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\crompton-bulbs-and-cfls-19-08-2021-975-240174309-zjbfq.png
88,e29bb3bf6faa0f9a9612e783bc8a70e5237ce5af9d8651f920fc5fc6d5652c81,phenomsg,Hazardous\Hazardous\e-waste\db4789b29626 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\db4789b29626 - Copy.jpg
88,e29bb3bf6faa0f9a9612e783bc8a70e5237ce5af9d8651f920fc5fc6d5652c81,phenomsg,Hazardous\Hazardous\e-waste\db4789b29626.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\db4789b29626.jpg
89,22314af1409fd056e3ed9f9ec62e35a2c2b00e41d93c0fcc54abe5f6d588d0f4,phenomsg,Hazardous\Hazardous\e-waste\depositphotos_30453211-stock-photo-modern-electronic-waste - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\depositphotos_30453211-stock-photo-modern-electronic-waste - Copy.jpg
89,22314af1409fd056e3ed9f9ec62e35a2c2b00e41d93c0fcc54abe5f6d588d0f4,phenomsg,Hazardous\Hazardous\e-waste\depositphotos_30453211-stock-photo-modern-electronic-waste.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\depositphotos_30453211-stock-photo-modern-electronic-waste.jpg
90,917da1337fc94dcd8ed01d8587ac985157c23c7c4ae4f55749b396fce11c24b5,phenomsg,Hazardous\Hazardous\e-waste\depositphotos_38625459-stock-photo-incandescent-compact-fluorescent-halogen-lamps - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\depositphotos_38625459-stock-photo-incandescent-compact-fluorescent-halogen-lamps - Copy.jpg
90,917da1337fc94dcd8ed01d8587ac985157c23c7c4ae4f55749b396fce11c24b5,phenomsg,Hazardous\Hazardous\e-waste\depositphotos_38625459-stock-photo-incandescent-compact-fluorescent-halogen-lamps.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\depositphotos_38625459-stock-photo-incandescent-compact-fluorescent-halogen-lamps.jpg
91,93345c27b64c87903f35f04b1aae4be5674e1b059e01bd29f431b377625b820d,phenomsg,Hazardous\Hazardous\e-waste\detail_th_lightbulbs_cfl_content.jpg - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\detail_th_lightbulbs_cfl_content.jpg - Copy.jpg
91,93345c27b64c87903f35f04b1aae4be5674e1b059e01bd29f431b377625b820d,phenomsg,Hazardous\Hazardous\e-waste\detail_th_lightbulbs_cfl_content.jpg.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\detail_th_lightbulbs_cfl_content.jpg.jpg
92,24f3f57e6b6bc6bd1b34a1c308d9a6f9e5e2e0c5765b74014ca638ad8399d759,phenomsg,Hazardous\Hazardous\e-waste\disposing-lightbulbs-batteries - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\disposing-lightbulbs-batteries - Copy.jpg
92,24f3f57e6b6bc6bd1b34a1c308d9a6f9e5e2e0c5765b74014ca638ad8399d759,phenomsg,Hazardous\Hazardous\e-waste\disposing-lightbulbs-batteries.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\disposing-lightbulbs-batteries.jpg
93,125dfea56984f72773880247ec7835896148e635ddd0e366a12282f3aadf4453,phenomsg,Hazardous\Hazardous\e-waste\Dont-Trash-fluorescent-bulbs - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Dont-Trash-fluorescent-bulbs - Copy.png
93,125dfea56984f72773880247ec7835896148e635ddd0e366a12282f3aadf4453,phenomsg,Hazardous\Hazardous\e-waste\Dont-Trash-fluorescent-bulbs.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Dont-Trash-fluorescent-bulbs.png
94,b009e0640a1a8c1373fca00c3ae5b9e7c546f571968161282320d83ea9143f7f,phenomsg,Hazardous\Hazardous\e-waste\e-inside-green-recycling-symbol-e-waste-concept-illustration-with-1118223065 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-inside-green-recycling-symbol-e-waste-concept-illustration-with-1118223065 - Copy.jpg
94,b009e0640a1a8c1373fca00c3ae5b9e7c546f571968161282320d83ea9143f7f,phenomsg,Hazardous\Hazardous\e-waste\e-inside-green-recycling-symbol-e-waste-concept-illustration-with-1118223065.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-inside-green-recycling-symbol-e-waste-concept-illustration-with-1118223065.jpg
95,537eb02c952763163922838c710d7497aefc6a43f590045346d75e1eff6b6c47,phenomsg,Hazardous\Hazardous\e-waste\e-schrott2 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-schrott2 - Copy.jpg
95,537eb02c952763163922838c710d7497aefc6a43f590045346d75e1eff6b6c47,phenomsg,Hazardous\Hazardous\e-waste\e-schrott2.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-schrott2.jpg
96,5646f63dce2e5252105f3119f3e3da2ffe7b2d707170eec37d5db9857009aae9,phenomsg,Hazardous\Hazardous\e-waste\E-Waste - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste - Copy.jpg
96,5646f63dce2e5252105f3119f3e3da2ffe7b2d707170eec37d5db9857009aae9,phenomsg,Hazardous\Hazardous\e-waste\E-Waste.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste.jpg
97,831e9f93e4c462b47752194ea2886e480865380c79bac0f785b0342f4851d02c,phenomsg,Hazardous\Hazardous\e-waste\E-waste - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-waste - Copy.png
97,831e9f93e4c462b47752194ea2886e480865380c79bac0f785b0342f4851d02c,phenomsg,Hazardous\Hazardous\e-waste\E-waste.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-waste.png
98,b7798caa638908cd47a3b14a8e17df4baafe9d44a688892a39449912022299be,phenomsg,Hazardous\Hazardous\e-waste\e-waste-2049017_1280 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-2049017_1280 - Copy.jpg
98,b7798caa638908cd47a3b14a8e17df4baafe9d44a688892a39449912022299be,phenomsg,Hazardous\Hazardous\e-waste\e-waste-2049017_1280.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-2049017_1280.jpg
99,14520db5c9dc24f727ce1038da7b591f25b05afe873b29ebdb239aac90c72da6,phenomsg,Hazardous\Hazardous\e-waste\e-waste-3 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-3 - Copy.jpg
99,14520db5c9dc24f727ce1038da7b591f25b05afe873b29ebdb239aac90c72da6,phenomsg,Hazardous\Hazardous\e-waste\e-waste-3.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-3.jpg
100,93069e92dfd0eadc392beb30ff79850a560a87a51b8bad87dd4c88ce0da0af76,phenomsg,Hazardous\Hazardous\e-waste\e-waste-e-waste-old-mobile-phones-battery-isolated-white-background-177536164 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-e-waste-old-mobile-phones-battery-isolated-white-background-177536164 - Copy.jpg
100,93069e92dfd0eadc392beb30ff79850a560a87a51b8bad87dd4c88ce0da0af76,phenomsg,Hazardous\Hazardous\e-waste\e-waste-e-waste-old-mobile-phones-battery-isolated-white-background-177536164.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-e-waste-old-mobile-phones-battery-isolated-white-background-177536164.jpg
101,360cd90c7595dcfc3771d8c3809515c98dce063226963dc39265470d3bc5c40e,phenomsg,Hazardous\Hazardous\e-waste\e-waste-electronic-waste-recycling-and-management - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-electronic-waste-recycling-and-management - Copy.jpg
101,360cd90c7595dcfc3771d8c3809515c98dce063226963dc39265470d3bc5c40e,phenomsg,Hazardous\Hazardous\e-waste\e-waste-electronic-waste-recycling-and-management.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-electronic-waste-recycling-and-management.jpg
102,776f85b073f1a446219e77fba00c4387577cead6ec11ccc57a6cd98123e4fc76,phenomsg,Hazardous\Hazardous\e-waste\e-waste-lg-238744418 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-lg-238744418 - Copy.jpg
102,776f85b073f1a446219e77fba00c4387577cead6ec11ccc57a6cd98123e4fc76,phenomsg,Hazardous\Hazardous\e-waste\e-waste-lg-238744418.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-lg-238744418.jpg
103,f8fef0b8be4b02686d10ccf3963cbc16c35b205c2d6017395c3f0de7ff987ae7,phenomsg,Hazardous\Hazardous\e-waste\E-Waste-Management-in-India - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste-Management-in-India - Copy.jpg
103,f8fef0b8be4b02686d10ccf3963cbc16c35b205c2d6017395c3f0de7ff987ae7,phenomsg,Hazardous\Hazardous\e-waste\E-Waste-Management-in-India.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste-Management-in-India.jpg
104,5aac616a36f06e6727d92f0c3d0e2e37c6e57608d323d5f03280fb57a4088daf,phenomsg,Hazardous\Hazardous\e-waste\E-Waste-Management-in-India-2016-Rules-Challenges-upsc-ias-essay3-e1559907374322 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste-Management-in-India-2016-Rules-Challenges-upsc-ias-essay3-e1559907374322 - Copy.jpg
104,5aac616a36f06e6727d92f0c3d0e2e37c6e57608d323d5f03280fb57a4088daf,phenomsg,Hazardous\Hazardous\e-waste\E-Waste-Management-in-India-2016-Rules-Challenges-upsc-ias-essay3-e1559907374322.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste-Management-in-India-2016-Rules-Challenges-upsc-ias-essay3-e1559907374322.jpg
105,2f559a5fcc803b55d2bd703b9e9fbbedd5e91de94cde772d3edc98d4c63aa6a1,phenomsg,Hazardous\Hazardous\e-waste\e-waste-policy-recast-to-focus-on-no-of-products-recycled - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-policy-recast-to-focus-on-no-of-products-recycled - Copy.jpg
105,2f559a5fcc803b55d2bd703b9e9fbbedd5e91de94cde772d3edc98d4c63aa6a1,phenomsg,Hazardous\Hazardous\e-waste\e-waste-policy-recast-to-focus-on-no-of-products-recycled.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-policy-recast-to-focus-on-no-of-products-recycled.jpg
106,00ea860dab7fb4430eb818f0bf00a17aa1a16bec02a5e2b82978fabf8897f1a2,phenomsg,Hazardous\Hazardous\e-waste\e-waste-process - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-process - Copy.jpg
106,00ea860dab7fb4430eb818f0bf00a17aa1a16bec02a5e2b82978fabf8897f1a2,phenomsg,Hazardous\Hazardous\e-waste\e-waste-process.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-process.jpg
107,7cc129442932a971cada00851e2a547223a20bab0c7a9f997e5b9a5411694570,phenomsg,Hazardous\Hazardous\e-waste\e-waste-recycling-law-1 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-recycling-law-1 - Copy.jpg
107,7cc129442932a971cada00851e2a547223a20bab0c7a9f997e5b9a5411694570,phenomsg,Hazardous\Hazardous\e-waste\e-waste-recycling-law-1.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-recycling-law-1.jpg
108,56c7158ac11c1edeb86ca8e2466ce8be0b71d51e11a5dd7aba9bda978ceb5191,phenomsg,Hazardous\Hazardous\e-waste\e-waste2 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste2 - Copy.jpg
108,56c7158ac11c1edeb86ca8e2466ce8be0b71d51e11a5dd7aba9bda978ceb5191,phenomsg,Hazardous\Hazardous\e-waste\e-waste2.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste2.jpg
109,023425556df4e512b4b614312c63a65b8209344408758f28a66011ff18dcda8f,phenomsg,Hazardous\Hazardous\e-waste\E-Waste20types-493414483 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste20types-493414483 - Copy.jpg
109,023425556df4e512b4b614312c63a65b8209344408758f28a66011ff18dcda8f,phenomsg,Hazardous\Hazardous\e-waste\E-Waste20types-493414483.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste20types-493414483.jpg
110,ca3e4e73976355481af6a7f4d421762b8e82d123a4a028759ffac8b67eefc4ef,phenomsg,Hazardous\Hazardous\e-waste\E-Waste20Wednesday20-20Waste20Reduction20Week202022 - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste20Wednesday20-20Waste20Reduction20Week202022 - Copy.png
110,ca3e4e73976355481af6a7f4d421762b8e82d123a4a028759ffac8b67eefc4ef,phenomsg,Hazardous\Hazardous\e-waste\E-Waste20Wednesday20-20Waste20Reduction20Week202022.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste20Wednesday20-20Waste20Reduction20Week202022.png
111,9f16ac96c1b6c60edb8637b47c8492823ee9b02bb03097f11e5dc488130c193a,phenomsg,Hazardous\Hazardous\e-waste\e-waste3 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste3 - Copy.jpg
111,9f16ac96c1b6c60edb8637b47c8492823ee9b02bb03097f11e5dc488130c193a,phenomsg,Hazardous\Hazardous\e-waste\e-waste3.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste3.jpg
112,a1e45217b03e006250df005f7eab86cd4305e63965b5ed98668360885e7d2aa6,phenomsg,Hazardous\Hazardous\e-waste\e-waste4 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste4 - Copy.jpg
112,a1e45217b03e006250df005f7eab86cd4305e63965b5ed98668360885e7d2aa6,phenomsg,Hazardous\Hazardous\e-waste\e-waste4.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste4.jpg
113,f2e9d73efcff3dc5ec6db1c76808e71d624ae54782343a4ca785b7897925a52c,phenomsg,Hazardous\Hazardous\e-waste\E-Waste_Landfill - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste_Landfill - Copy.jpg
113,f2e9d73efcff3dc5ec6db1c76808e71d624ae54782343a4ca785b7897925a52c,phenomsg,Hazardous\Hazardous\e-waste\E-Waste_Landfill.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste_Landfill.jpg
114,68d93ed64f24d2f731d034c2b087bf56cf27a2309e9b1b52bc324b95ec5aa612,phenomsg,Hazardous\Hazardous\e-waste\e_waste_1572334975 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e_waste_1572334975 - Copy.jpg
114,68d93ed64f24d2f731d034c2b087bf56cf27a2309e9b1b52bc324b95ec5aa612,phenomsg,Hazardous\Hazardous\e-waste\e_waste_1572334975.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e_waste_1572334975.jpg
115,8db8bfdcdb5334fc34214d28dc9c53fed39ffe0d74008ed7ae214fd369082270,phenomsg,Hazardous\Hazardous\e-waste\e_waste_1572344183_725x725 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e_waste_1572344183_725x725 - Copy.jpg
115,8db8bfdcdb5334fc34214d28dc9c53fed39ffe0d74008ed7ae214fd369082270,phenomsg,Hazardous\Hazardous\e-waste\e_waste_1572344183_725x725.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e_waste_1572344183_725x725.jpg
116,2c75f2f93c40795a0ab6d44f4f3cf691f09179856424dcf744eb8a0ade235b2f,phenomsg,Hazardous\Hazardous\e-waste\e_waste_660_062019115620 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e_waste_660_062019115620 - Copy.jpg
116,2c75f2f93c40795a0ab6d44f4f3cf691f09179856424dcf744eb8a0ade235b2f,phenomsg,Hazardous\Hazardous\e-waste\e_waste_660_062019115620.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e_waste_660_062019115620.jpg
117,ae8648a24cfd90763cdb196e117a8685f3929c4a0b21cbdcaeaa1e40b537c47d,phenomsg,Hazardous\Hazardous\e-waste\ectric-lighting-types-incandescent-light-bulb-halogen-lamp-cfl-and-573739525 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ectric-lighting-types-incandescent-light-bulb-halogen-lamp-cfl-and-573739525 - Copy.jpg
117,ae8648a24cfd90763cdb196e117a8685f3929c4a0b21cbdcaeaa1e40b537c47d,phenomsg,Hazardous\Hazardous\e-waste\ectric-lighting-types-incandescent-light-bulb-halogen-lamp-cfl-and-573739525.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ectric-lighting-types-incandescent-light-bulb-halogen-lamp-cfl-and-573739525.jpg
118,c84ad2877a7b58e7f141953135858a8e87e23b0c53382822ffa54a78c121a51d,phenomsg,Hazardous\Hazardous\e-waste\ectronic-gadgets-devices-on-white-table-e-waste-planned-obsolescence-2KF1CDY - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ectronic-gadgets-devices-on-white-table-e-waste-planned-obsolescence-2KF1CDY - Copy.jpg
118,c84ad2877a7b58e7f141953135858a8e87e23b0c53382822ffa54a78c121a51d,phenomsg,Hazardous\Hazardous\e-waste\ectronic-gadgets-devices-on-white-table-e-waste-planned-obsolescence-2KF1CDY.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ectronic-gadgets-devices-on-white-table-e-waste-planned-obsolescence-2KF1CDY.jpg
119,41b24f7b3877e49450be93bf53ac5b681795432669c1edc6a308f6d6bc179396,phenomsg,Hazardous\Hazardous\e-waste\electonic-waste - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electonic-waste - Copy.jpg
119,41b24f7b3877e49450be93bf53ac5b681795432669c1edc6a308f6d6bc179396,phenomsg,Hazardous\Hazardous\e-waste\electonic-waste.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electonic-waste.jpg
120,4828edf3a8a14dc55310c6708581101b1c796e29b6f2c00247817deead2bd396,phenomsg,Hazardous\Hazardous\e-waste\electrical-electronic-waste-1 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electrical-electronic-waste-1 - Copy.jpg
120,4828edf3a8a14dc55310c6708581101b1c796e29b6f2c00247817deead2bd396,phenomsg,Hazardous\Hazardous\e-waste\electrical-electronic-waste-1.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electrical-electronic-waste-1.jpg
