image_path,dataset,original_class,unified_parent,unified_class,training_role,safety_level,disposal_group,mapping_confidence,leakage_group,exact_duplicate_group,near_duplicate_group,split
ewaste/train/Player/Player_25.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03917,,,train
ewaste/train/Player/Player_250.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00826,,,train
ewaste/train/Player/Player_252.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09260,,,val
ewaste/train/Player/Player_253.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03452,,,train
ewaste/train/Player/Player_254.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00483,,NEAR_00483,train
ewaste/train/Player/Player_255.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00151,,,test
ewaste/train/Player/Player_256.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00762,,,train
ewaste/train/Player/Player_257.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10408,,,test
ewaste/train/Player/Player_258.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02763,,,train
ewaste/train/Player/Player_26.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00903,,NEAR_00903,train
ewaste/train/Player/Player_261.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07271,,,train
ewaste/train/Player/Player_262.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09249,,NEAR_09249,train
ewaste/train/Player/Player_263.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_12161,,,train
ewaste/train/Player/Player_268.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02329,,,train
ewaste/train/Player/Player_269.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02240,,,train
ewaste/train/Player/Player_27.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11610,,,train
ewaste/train/Player/Player_270.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10207,,,train
ewaste/train/Player/Player_271.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04435,,,train
ewaste/train/Player/Player_272.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02766,,,train
ewaste/train/Player/Player_273.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06533,,,train
ewaste/train/Player/Player_274.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06539,,,train
ewaste/train/Player/Player_276.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01626,,,train
ewaste/train/Player/Player_278.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07541,,,train
ewaste/train/Player/Player_28.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09334,,,train
ewaste/train/Player/Player_281.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05709,,,val
ewaste/train/Player/Player_283.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06325,,,train
ewaste/train/Player/Player_285.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03545,,,test
ewaste/train/Player/Player_287.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03786,,NEAR_03786,train
ewaste/train/Player/Player_288.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11593,,,train
ewaste/train/Player/Player_289.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05414,,NEAR_05414,train
ewaste/train/Player/Player_29.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09249,,NEAR_09249,train
ewaste/train/Player/Player_290.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01499,,,train
ewaste/train/Player/Player_291.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05477,,,train
ewaste/train/Player/Player_292.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02098,,,test
ewaste/train/Player/Player_293.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10904,,,val
ewaste/train/Player/Player_295.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04095,,,train
ewaste/train/Player/Player_296.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03018,,,train
ewaste/train/Player/Player_297.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10498,,,train
ewaste/train/Player/Player_298.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06527,,,test
ewaste/train/Player/Player_299.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09138,,,train
ewaste/train/Player/Player_3.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08514,,,val
ewaste/train/Player/Player_30.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00639,,,train
ewaste/train/Player/Player_31.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00543,,,test
ewaste/train/Player/Player_32.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11843,,,train
ewaste/train/Player/Player_33.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05966,,,test
ewaste/train/Player/Player_35.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10618,,,test
ewaste/train/Player/Player_36.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11329,,,train
ewaste/train/Player/Player_38.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05852,310,NEAR_05852,train
ewaste/train/Player/Player_39.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01645,,,val
ewaste/train/Player/Player_41.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06430,,,test
ewaste/train/Player/Player_42.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06907,,,val
ewaste/train/Player/Player_43.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09963,,,train
ewaste/train/Player/Player_44.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03460,,,train
ewaste/train/Player/Player_45.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07979,311,NEAR_07979,train
ewaste/train/Player/Player_46.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09853,,,train
ewaste/train/Player/Player_47.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03887,,,train
ewaste/train/Player/Player_48.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04406,,,train
ewaste/train/Player/Player_49.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11557,,,train
ewaste/train/Player/Player_5.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00075,,,test
ewaste/train/Player/Player_50.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03335,,,test
ewaste/train/Player/Player_51.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01958,,,test
ewaste/train/Player/Player_52.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06289,,,val
ewaste/train/Player/Player_53.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10027,,,train
ewaste/train/Player/Player_54.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05143,,,train
ewaste/train/Player/Player_55.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08871,,,train
ewaste/train/Player/Player_56.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03914,,,val
ewaste/train/Player/Player_57.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02796,,,test
ewaste/train/Player/Player_58.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05810,,,val
ewaste/train/Player/Player_59.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01306,,,train
ewaste/train/Player/Player_6.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00415,,,train
ewaste/train/Player/Player_60.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01538,309,NEAR_01538,train
ewaste/train/Player/Player_62.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07645,,,train
ewaste/train/Player/Player_63.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02888,,,train
ewaste/train/Player/Player_64.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06545,,,val
ewaste/train/Player/Player_67.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09862,,,test
ewaste/train/Player/Player_68.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07648,,,train
ewaste/train/Player/Player_69.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06368,,,train
ewaste/train/Player/Player_7.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03360,,,train
ewaste/train/Player/Player_70.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07979,311,NEAR_07979,train
ewaste/train/Player/Player_71.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_12304,,,train
ewaste/train/Player/Player_72.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09793,312,NEAR_09793,train
ewaste/train/Player/Player_73.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07690,,,val
ewaste/train/Player/Player_74.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01112,,,test
ewaste/train/Player/Player_76.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02780,,,val
ewaste/train/Player/Player_77.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03860,,,test
ewaste/train/Player/Player_78.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00847,,NEAR_00847,train
ewaste/train/Player/Player_79.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03039,,,test
ewaste/train/Player/Player_8.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_12071,,,train
ewaste/train/Player/Player_80.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02756,,,train
ewaste/train/Player/Player_81.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04504,,,train
ewaste/train/Player/Player_82.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00782,307,NEAR_00782,train
ewaste/train/Player/Player_84.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08997,,,val
ewaste/train/Player/Player_85.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00219,,,test
ewaste/train/Player/Player_86.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05208,,,train
ewaste/train/Player/Player_87.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10479,,,train
ewaste/train/Player/Player_89.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10248,,NEAR_10248,train
ewaste/train/Player/Player_9.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00090,,,test
ewaste/train/Player/Player_90.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10269,,,train
ewaste/train/Player/Player_91.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01674,,,train
ewaste/train/Player/Player_93.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01633,,,train
ewaste/train/Player/Player_94.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10962,,,train
ewaste/train/Player/Player_96.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07523,,,train
ewaste/train/Player/Player_97.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10248,,NEAR_10248,train
ewaste/train/Player/Player_98.jpg,ewaste,Player,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01538,,NEAR_01538,train
ewaste/train/Printer/Printer_0.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00904,,,test
ewaste/train/Printer/Printer_1.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07848,,,train
ewaste/train/Printer/Printer_10.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10849,,,train
ewaste/train/Printer/Printer_100.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01277,,,train
ewaste/train/Printer/Printer_101.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03728,,,test
ewaste/train/Printer/Printer_102.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02048,,,test
ewaste/train/Printer/Printer_104.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02228,,,val
ewaste/train/Printer/Printer_107.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04691,,,train
ewaste/train/Printer/Printer_109.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09954,,,train
ewaste/train/Printer/Printer_11.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09602,,,train
ewaste/train/Printer/Printer_110.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10401,,,train
ewaste/train/Printer/Printer_111.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09321,,,val
ewaste/train/Printer/Printer_112.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06327,,,test
ewaste/train/Printer/Printer_113.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06519,,,train
ewaste/train/Printer/Printer_114.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10481,,,train
ewaste/train/Printer/Printer_115.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00546,,,train
ewaste/train/Printer/Printer_116.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07530,,,test
ewaste/train/Printer/Printer_117.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08950,,,train
ewaste/train/Printer/Printer_119.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00085,,,train
ewaste/train/Printer/Printer_12.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06389,,,test
ewaste/train/Printer/Printer_120.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02953,,,train
ewaste/train/Printer/Printer_121.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03168,,,train
ewaste/train/Printer/Printer_123.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05328,,,train
ewaste/train/Printer/Printer_124.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10074,,,val
ewaste/train/Printer/Printer_125.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06783,,,train
ewaste/train/Printer/Printer_126.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07680,,,test
ewaste/train/Printer/Printer_127.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09881,,,val
ewaste/train/Printer/Printer_13.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10877,,,train
ewaste/train/Printer/Printer_131.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00918,,,train
ewaste/train/Printer/Printer_132.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00967,,,val
ewaste/train/Printer/Printer_133.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06899,,,train
ewaste/train/Printer/Printer_134.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_12059,,,train
ewaste/train/Printer/Printer_135.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08317,,,train
ewaste/train/Printer/Printer_136.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_12135,,,train
ewaste/train/Printer/Printer_137.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10461,,,train
ewaste/train/Printer/Printer_138.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07040,,,train
ewaste/train/Printer/Printer_139.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08786,,,train
ewaste/train/Printer/Printer_14.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09806,,,train
ewaste/train/Printer/Printer_140.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00785,,,train
ewaste/train/Printer/Printer_141.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11239,,,test
ewaste/train/Printer/Printer_142.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06818,,,train
ewaste/train/Printer/Printer_143.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09958,,,val
ewaste/train/Printer/Printer_144.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07277,,,val
ewaste/train/Printer/Printer_145.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10204,,,train
ewaste/train/Printer/Printer_149.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03319,,,train
ewaste/train/Printer/Printer_15.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03000,,,test
ewaste/train/Printer/Printer_151.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08788,,,test
ewaste/train/Printer/Printer_153.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09406,,,test
ewaste/train/Printer/Printer_154.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01460,,,val
ewaste/train/Printer/Printer_155.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09480,,,train
ewaste/train/Printer/Printer_156.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09330,,,train
ewaste/train/Printer/Printer_157.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07344,,,test
ewaste/train/Printer/Printer_158.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06384,,,train
ewaste/train/Printer/Printer_159.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_12649,,,val
ewaste/train/Printer/Printer_16.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10790,,,train
ewaste/train/Printer/Printer_160.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00719,,,train
ewaste/train/Printer/Printer_161.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07691,,,train
ewaste/train/Printer/Printer_162.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06085,,,train
ewaste/train/Printer/Printer_163.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04289,,,train
ewaste/train/Printer/Printer_164.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00919,,,train
ewaste/train/Printer/Printer_165.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04596,,,train
ewaste/train/Printer/Printer_166.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05475,,,test
ewaste/train/Printer/Printer_167.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04379,,,train
ewaste/train/Printer/Printer_168.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07771,,,train
ewaste/train/Printer/Printer_17.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08838,,,train
ewaste/train/Printer/Printer_170.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00629,,,val
ewaste/train/Printer/Printer_171.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01458,,,train
ewaste/train/Printer/Printer_172.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04244,,,train
ewaste/train/Printer/Printer_173.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_12005,,,train
ewaste/train/Printer/Printer_175.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08089,,,train
ewaste/train/Printer/Printer_176.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11615,,,train
ewaste/train/Printer/Printer_178.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00051,,,test
ewaste/train/Printer/Printer_179.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08338,,,train
ewaste/train/Printer/Printer_18.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09608,,,train
ewaste/train/Printer/Printer_180.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_12140,,,train
ewaste/train/Printer/Printer_181.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00337,,,val
ewaste/train/Printer/Printer_182.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04702,,,train
ewaste/train/Printer/Printer_183.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03746,,,train
ewaste/train/Printer/Printer_184.jpg,ewaste,Printer,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10748,,,train
