dataset,original_class,split,image_count,relative_path
ewaste,Printer,validation,1,ewaste\val\Printer\Printer_95.jpg
ewaste,Printer,validation,1,ewaste\val\Printer\Printer_99.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_103.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_105.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_108.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_118.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_122.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_129.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_130.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_146.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_147.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_150.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_169.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_189.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_198.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_224.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_226.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_229.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_23.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_239.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_247.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_265.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_277.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_280.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_286.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_34.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_37.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_65.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_66.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_88.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_95.jpg
ewaste,Television,validation,1,ewaste\val\Television\Television_99.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_103.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_105.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_108.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_118.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_122.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_129.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_130.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_146.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_147.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_150.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_169.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_189.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_198.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_224.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_226.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_229.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_23.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_239.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_247.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_265.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_277.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_280.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_286.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_34.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_37.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_65.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_66.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_88.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_95.jpg
ewaste,Washing Machine,validation,1,ewaste\val\Washing Machine\Washing_Machine_99.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\1-s2.0-S0892687521004477-ga1.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\1-s2.0-S2405829720304827-fx1.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\1-s2.0-S2666016421000268-ga1.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\12209_2020_236_Fig1_HTML.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\12209_2020_236_Fig2_HTML.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\18650Cell.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\19.13.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\1_Picture7.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\40422.MN2400B8.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\41560_2019_368_Fig1_HTML.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\41586_2019_1682_Fig1_HTML.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\41598_2013_Article_BFsrep01946_Fig1_HTML.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\800px-Alkali_battery_5.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\AA_matchstick-1.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\AdobeStock_58870390.jpeg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\aenm202102917-fig-0006-m.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\alkaline-batteries-for-recyling.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Alkaline-Batteries-What-Battery-Suppliers-Consider-Their-Advantages--e1538514638890.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Alkaline-batteries.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Alkaline-Battery-vs-Lithium-Battery.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\alkaline-battery_en.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Alkaline-vs.-Lithium-Batteries.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\alkaline-zinc-carbon.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\AMP-17_61f252bb2428a.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\basic-lithium-ion-battery-5-2_en.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\batterien_seen_fotolia_26510842_m.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Batteries-.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\batteries-04-00007-g002.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\batteries-05-00068-g001.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\batteries-scaled.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\batteries2.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\batteries20in20a20pile20WEEE.jpeg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Batteries3.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Batteries_-Lithium-Ion-Battery-and-Lithium-Polymer-Battery-Explained.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\batteries_as_hero.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\battery-directive-european-union.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\battery-recycling.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\battery-recycling2.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\battery-types-and-sizes.jpg.webp
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\battery_recycling.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\battery_sizing.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\bu-social.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\carbon-zinc-battery-vs-alkaline.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\collected-to-take-to-be-recycled-rather-than-be-dumped-into-landfill-2GDCM0M.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\common-alkaline-battery-sizes.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\creens-LCD-iPhone-panels-laptop-collected-for-disposal-in-plastic-containers.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Cutaway-view-dioxide-power-cell.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Difference-Between-Alkaline-and-Lithium-Batteries-Tabular-Form.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Different-Types-of-Batteries.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\EDR-2.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\ef1c02489_0011.jpeg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\EG-BA-LR20-01_hires_photo---dea0b151-d0a5-4bac-9036-259aa2110a20.JPG.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Eneloop_6420.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\energizer-cold-weather-lithium-aa-battery.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\fenrg-08-571440-g001.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\file-20201020-17-1x28u8s.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\image-2-716x1024.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\imageqz6zbg.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\imagescxsuu.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\inf212000-fig-0001-m.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\inf212000-fig-0004-m.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Intro-to-batteries-featured.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\know-what-type-of-battery-to-use-in-equipment2.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Li-Batteries-for-Disposal-or-Recycling-1024x575.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Life-cycle-inventory-of-Li-ion-battery-Ecoinvent-30-Battery-Li-ion-rechargeable.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\lifecycleimagebatteries.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Lithium-Batteries-vs-Alkaline-Batteries.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Lithium-Batteries.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\lithium-ion-aa-batteries.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\lithium-ion-batteries3.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Lithium-ion-lithium-polymer-superhero-battery-blog-cover-image.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\lithium-ion-watt-hours-highlighted.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Lithium-ion_battery.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\lithium-vs-alkaline-batteries-where-the-differences-and-which-is-better.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\lithium-vs-alkaline-batteries.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Lithium20batttery20pic.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Lithium_battery_terminal_image_EN.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\machinedesign_7204_pulse_plus_batteries_promo_0.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\maxresdefault.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\NAWMA-Safe-Battery-Recycling-content.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Nokia_Battery.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\non-rechargeable-batteries-product-image_0.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Photo-collage-of-different-types-of-batteries-12022022.jpg.webp
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\photo_news_lithium_batteries_1100x500_NEW.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\power-one-c-size-1-5v-battery-pack-of-2--500x500.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\poweron-longlife-power-9v-mrp-265.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Primary-battery-types.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\rechargeable-battery-2048px-5925.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\rechargeable-battery-2048px-5939.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\rechargeable-battery-2048px-5963-2x1-1.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\sciadv.abm2422-f1.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Screen-Shot-2021-07-20-at-10.37.08-AM.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\smtd202000039-fig-0001-m.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\spent-batteries-CNBG3H.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\suschem-02-00011-g001.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\technology-0-1.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\The_ultimate_comparative_analysis_of_carbon_zinc_battery_vs_alkaline_800x.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\thehistoryan.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Types-of-Batteries-1.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Types-of-Batteries-Featured-Image.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Types-of-Batteries.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Types-of-BatteriesPrimary-and-Secondary.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\Types-of-rechargeable-batteries-.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\TypesofBatteries.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\typical-lithium-ion-battery.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\un3480.png
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\using-alkaline-batteries-in-your-application.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\van_dragt_102517_0032_how_to_choose_batteries.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\what-is-a-lithium-ion-battery-what-are-the-types-of-lithium-ion-battery-chemistries.webp
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\batteries\What_Batteries_are_Best_for_Flashlights_2991x.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\-1x-1 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\-1x-1.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\-garbage-sorting-eco-friendly-sign-for-web-page-app-ui-ux-gui-design-2CPCA8A - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\-garbage-sorting-eco-friendly-sign-for-web-page-app-ui-ux-gui-design-2CPCA8A.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\-mixed-electronic-waste-old-broken-computer-parts-and-cell-phones-1545599141 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\-mixed-electronic-waste-old-broken-computer-parts-and-cell-phones-1545599141.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\0.40042800_1555498967_e-waste2 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\0.40042800_1555498967_e-waste2.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\01-e-waste-millions-tons - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\01-e-waste-millions-tons.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\01-e-waste-millions-tons_square - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\01-e-waste-millions-tons_square.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\02bulb-web2-1454343899851-superJumbo - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\02bulb-web2-1454343899851-superJumbo.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\04801E3UVtxDTDY9ek1ovu0-3..v1618408208 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\04801E3UVtxDTDY9ek1ovu0-3..v1618408208.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\09109-scicon-lightbulbcxd - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\09109-scicon-lightbulbcxd.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev - Copy.jpeg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev.jpeg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1-s2.0-S2352186421006970-gr4 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1-s2.0-S2352186421006970-gr4.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1200px-Energiesparlampe_01_retouched - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1200px-Energiesparlampe_01_retouched.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1200px-Ewaste-pile - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1200px-Ewaste-pile.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1200px-Handy_schrott_mobile_phone_scrap - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1200px-Handy_schrott_mobile_phone_scrap.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\129249_iStock-636655004---Hero - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\129249_iStock-636655004---Hero.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1464951746_U1GPlR_e-waste-IndiaBLO-870 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1464951746_U1GPlR_e-waste-IndiaBLO-870.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1507096064_kRvRf8_e-waste - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1507096064_kRvRf8_e-waste.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1521042165621 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\1521042165621.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\156050-wrdgfxdtvg-1615456453 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\156050-wrdgfxdtvg-1615456453.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\17175 - Copy.jpeg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\17175.jpeg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\2020_8largeimg_799107359 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\2020_8largeimg_799107359.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\2050_E-Waste_Asian_Outlook_Web_title - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\2050_E-Waste_Asian_Outlook_Web_title.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\20_20130315 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\20_20130315.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\20f1f392-6d51-4fdb-a0a1-b6e0e837a57b.bc4be531fe04703066c45a302f6d7c0e - Copy.jpeg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\20f1f392-6d51-4fdb-a0a1-b6e0e837a57b.bc4be531fe04703066c45a302f6d7c0e.jpeg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\25896 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\25896.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\3283392878_d023c2ef93 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\3283392878_d023c2ef93.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\341a4407444002d51dff14946e857c65 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\341a4407444002d51dff14946e857c65.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\47-e-waste-a-growing-concern - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\47-e-waste-a-growing-concern.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\516ee9d3b98a42557dc49476674823f0--e-waste-recycling-recycling-programs - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\516ee9d3b98a42557dc49476674823f0--e-waste-recycling-recycling-programs.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\5927e3e4f1744da1ce90e7a09c175334 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\5927e3e4f1744da1ce90e7a09c175334.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\5g-internet-race-huawei-04 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\5g-internet-race-huawei-04.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\615c6bf230f40d9decf916ae97e192681b20e27238a8ae30ccbab09630fd0a53 - Copy.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\615c6bf230f40d9decf916ae97e192681b20e27238a8ae30ccbab09630fd0a53.jpg
phenomsg,Hazardous,unspecified,1,phenomsg\Hazardous\Hazardous\e-waste\6184AcGb9XL - Copy.jpg
