hamming_distance,dataset_a,file_a,path_a,dataset_b,file_b,path_b
0,phenomsg,Hazardous\Hazardous\e-waste\compact-fluorescent-light-bulbs-with-typical-color-temperatures-vector-HGPGPK - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\compact-fluorescent-light-bulbs-with-typical-color-temperatures-vector-HGPGPK - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\compact-fluorescent-light-bulbs-with-typical-color-temperatures-vector-HGPGPK.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\compact-fluorescent-light-bulbs-with-typical-color-temperatures-vector-HGPGPK.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\Led-CFL-And-Incandescent-Bulbs-Wi-6719889-scaled - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Led-CFL-And-Incandescent-Bulbs-Wi-6719889-scaled - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\Led-CFL-And-Incandescent-Bulbs-Wi-6719889-scaled.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Led-CFL-And-Incandescent-Bulbs-Wi-6719889-scaled.jpg
6,realwaste,Food Organics\Food Organics_199.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_199.jpg,realwaste,Food Organics\Food Organics_77.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_77.jpg
6,ewaste,train\Battery\battery_85.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Battery\battery_85.jpg,ewaste,val\Player\Player_34.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\val\Player\Player_34.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\HHW_Bulbs-updated - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\HHW_Bulbs-updated - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\HHW_Bulbs-updated.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\HHW_Bulbs-updated.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\electonic-waste - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electonic-waste - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\electonic-waste.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electonic-waste.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\Electronic_waste_at_Agbogbloshie2C_Ghana.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Electronic_waste_at_Agbogbloshie2C_Ghana.jpg,phenomsg,Hazardous\Hazardous\e-waste\Solutions-to-e-waste-problems1.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Solutions-to-e-waste-problems1.jpg
0,phenomsg,Organic\Organic\food_scraps\sustainability-waste-reducing-food-loss-article-header-fw.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Organic\Organic\food_scraps\sustainability-waste-reducing-food-loss-article-header-fw.jpg,phenomsg,Organic\Organic\kitchen_waste\sustainability-waste-reducing-food-loss-article-header-fw.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Organic\Organic\kitchen_waste\sustainability-waste-reducing-food-loss-article-header-fw.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\shutterstock_101806765-Bulbs - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\shutterstock_101806765-Bulbs - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\shutterstock_101806765-Bulbs.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\shutterstock_101806765-Bulbs.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\129249_iStock-636655004---Hero - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\129249_iStock-636655004---Hero - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\129249_iStock-636655004---Hero.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\129249_iStock-636655004---Hero.jpg
4,trashnet,paper\paper474.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper474.jpg,trashnet,paper\paper89.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper89.jpg
0,ewaste,train\Microwave\Microwave_166.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Microwave\Microwave_166.jpg,ewaste,train\Microwave\Microwave_188.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Microwave\Microwave_188.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\Parts_of_CFL_large - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Parts_of_CFL_large - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\Parts_of_CFL_large.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Parts_of_CFL_large.jpg
2,trashnet,paper\paper2.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper2.jpg,trashnet,paper\paper40.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper40.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\post_lighting_waste - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\post_lighting_waste - Copy.png,phenomsg,Hazardous\Hazardous\e-waste\post_lighting_waste.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\post_lighting_waste.png
6,trashnet,paper\paper240.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper240.jpg,trashnet,paper\paper306.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper306.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\Electronic-Waste-E-Waste-WEEE - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Electronic-Waste-E-Waste-WEEE - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\Electronic-Waste-E-Waste-WEEE.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Electronic-Waste-E-Waste-WEEE.jpg
0,ewaste,test\Player\Player_177.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\test\Player\Player_177.jpg,ewaste,train\Player\Player_171.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Player\Player_171.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\E-Waste20types-493414483 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste20types-493414483 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\E-Waste20types-493414483.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste20types-493414483.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\Reciclaje_electronico_categorias_inglC3A9s - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Reciclaje_electronico_categorias_inglC3A9s - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\Reciclaje_electronico_categorias_inglC3A9s.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Reciclaje_electronico_categorias_inglC3A9s.jpg
0,phenomsg,Non-Recyclable\Non-Recyclable\platics_bags_wrappers\Crisp-packets-800x450.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Non-Recyclable\Non-Recyclable\platics_bags_wrappers\Crisp-packets-800x450.jpg,phenomsg,Non-Recyclable\Non-Recyclable\platics_bags_wrappers\Crisp-packets.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Non-Recyclable\Non-Recyclable\platics_bags_wrappers\Crisp-packets.jpg
6,realwaste,Metal\Metal_546.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_546.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_401.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_401.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-681808615 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-681808615 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-681808615.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-681808615.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\1200px-Ewaste-pile.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\1200px-Ewaste-pile.jpg,phenomsg,Hazardous\Hazardous\e-waste\800px-Ewaste-pile.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\800px-Ewaste-pile.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\_108381526_mediaitem108381525 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\_108381526_mediaitem108381525 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\_108381526_mediaitem108381525.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\_108381526_mediaitem108381525.jpg
0,ewaste,train\Mouse\Mouse_179.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Mouse\Mouse_179.jpg,ewaste,train\Mouse\Mouse_186.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Mouse\Mouse_186.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\archives-ewaste-one_one.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\archives-ewaste-one_one.jpg,phenomsg,Organic\Organic\kitchen_waste\archives-ewaste-one_one.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Organic\Organic\kitchen_waste\archives-ewaste-one_one.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\lamps - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\lamps - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\lamps.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\lamps.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\ectronic-gadgets-devices-on-white-table-e-waste-planned-obsolescence-2KF1CDY - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ectronic-gadgets-devices-on-white-table-e-waste-planned-obsolescence-2KF1CDY - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\ectronic-gadgets-devices-on-white-table-e-waste-planned-obsolescence-2KF1CDY.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ectronic-gadgets-devices-on-white-table-e-waste-planned-obsolescence-2KF1CDY.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-stock-photo_csp13003320 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-stock-photo_csp13003320 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-stock-photo_csp13003320.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-stock-photo_csp13003320.jpg
6,trashnet,glass\glass127.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass127.jpg,trashnet,plastic\plastic11.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic11.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\2020_8largeimg_799107359 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\2020_8largeimg_799107359 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\2020_8largeimg_799107359.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\2020_8largeimg_799107359.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\5g-internet-race-huawei-04 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\5g-internet-race-huawei-04 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\5g-internet-race-huawei-04.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\5g-internet-race-huawei-04.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\1200px-Ewaste-pile.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\1200px-Ewaste-pile.jpg,phenomsg,Hazardous\Hazardous\e-waste\800px-Ewaste-pile - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\800px-Ewaste-pile - Copy.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\0.40042800_1555498967_e-waste2 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\0.40042800_1555498967_e-waste2 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\e-waste22.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste22.jpg
0,ewaste,train\PCB\pcb_214.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_214.jpg,ewaste,train\PCB\pcb_248.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_248.jpg
0,phenomsg,Hazardous\Hazardous\paints\5-Hazardous-Waste-Examples-Image-1.jpeg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\paints\5-Hazardous-Waste-Examples-Image-1.jpeg,phenomsg,Hazardous\Hazardous\pesticides\pesticides3.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\pesticides\pesticides3.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\maxresdefault2 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\maxresdefault2 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\maxresdefault2.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\maxresdefault2.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\WASTE-superJumbo - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\WASTE-superJumbo - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\WASTE-superJumbo.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\WASTE-superJumbo.jpg
2,ewaste,train\PCB\pcb_56.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_56.jpg,ewaste,train\PCB\pcb_93.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_93.jpg
0,phenomsg,Non-Recyclable\Non-Recyclable\ceramic_product\Beer_bottles_2018_G1.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Non-Recyclable\Non-Recyclable\ceramic_product\Beer_bottles_2018_G1.jpg,phenomsg,Recyclable\Recyclable\glass_containers\800px-Beer_bottles_2018_G1.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\glass_containers\800px-Beer_bottles_2018_G1.jpg
0,ewaste,test\Player\Player_83.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\test\Player\Player_83.jpg,ewaste,train\Player\Player_254.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Player\Player_254.jpg
4,realwaste,Food Organics\Food Organics_150.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_150.jpg,realwaste,Metal\Metal_326.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_326.jpg
0,ewaste,train\Player\Player_289.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Player\Player_289.jpg,ewaste,val\Player\Player_99.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\val\Player\Player_99.jpg
2,ewaste,test\Mobile\Mobile_266.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\test\Mobile\Mobile_266.jpg,ewaste,val\Mobile\Mobile_265.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\val\Mobile\Mobile_265.jpg
2,trashnet,paper\paper152.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper152.jpg,trashnet,paper\paper392.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper392.jpg
6,trashnet,metal\metal11.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal11.jpg,trashnet,metal\metal221.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal221.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\What-is-e-waste-Great-Lakes-Electronics-Corporation-collection - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\What-is-e-waste-Great-Lakes-Electronics-Corporation-collection - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\What-is-e-waste-Great-Lakes-Electronics-Corporation-collection.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\What-is-e-waste-Great-Lakes-Electronics-Corporation-collection.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\1200px-Ewaste-pile - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\1200px-Ewaste-pile - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\800px-Ewaste-pile.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\800px-Ewaste-pile.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\E-Waste-Management-in-India-2016-Rules-Challenges-upsc-ias-essay3-e1559907374322 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste-Management-in-India-2016-Rules-Challenges-upsc-ias-essay3-e1559907374322 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\E-Waste-Management-in-India-2016-Rules-Challenges-upsc-ias-essay3-e1559907374322.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste-Management-in-India-2016-Rules-Challenges-upsc-ias-essay3-e1559907374322.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\image31 - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\image31 - Copy.png,phenomsg,Hazardous\Hazardous\e-waste\image31.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\image31.png
0,phenomsg,Hazardous\Hazardous\e-waste\1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev - Copy.jpeg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev - Copy.jpeg,phenomsg,Hazardous\Hazardous\e-waste\1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev.jpeg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev.jpeg
0,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-hero - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-hero - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-hero.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-hero.jpg
4,realwaste,Metal\Metal_127.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_127.jpg,realwaste,Textile Trash\Textile Trash_219.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Textile Trash\Textile Trash_219.jpg
6,realwaste,Miscellaneous Trash\Miscellaneous Trash_225.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_225.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_485.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_485.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\lable-black-line-icon-varieties-of-lamps-waste-recycling-garbage-sorting-eco - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\lable-black-line-icon-varieties-of-lamps-waste-recycling-garbage-sorting-eco - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\lable-black-line-icon-varieties-of-lamps-waste-recycling-garbage-sorting-eco.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\lable-black-line-icon-varieties-of-lamps-waste-recycling-garbage-sorting-eco.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\how-to-dispose-of-light-bulbs-section-3 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how-to-dispose-of-light-bulbs-section-3 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\how-to-dispose-of-light-bulbs-section-3.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how-to-dispose-of-light-bulbs-section-3.jpg
0,ewaste,train\PCB\pcb_145.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_145.jpg,ewaste,train\PCB\pcb_82.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_82.jpg
4,realwaste,Metal\Metal_738.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_738.jpg,realwaste,Plastic\Plastic_204.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_204.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\e-waste-process - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-process - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\e-waste-process.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-process.jpg
4,realwaste,Miscellaneous Trash\Miscellaneous Trash_401.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_401.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_70.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_70.jpg
0,phenomsg,Recyclable\Recyclable\paper_products\image29.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\paper_products\image29.jpg,phenomsg,Recyclable\Recyclable\paper_products\image32.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\paper_products\image32.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\sustainability-15-01837-g001 - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\sustainability-15-01837-g001 - Copy.png,phenomsg,Hazardous\Hazardous\e-waste\sustainability-15-01837-g001.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\sustainability-15-01837-g001.png
