hamming_distance,dataset_a,file_a,path_a,dataset_b,file_b,path_b
10,realwaste,Metal\Metal_757.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_757.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_27.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_27.jpg
10,realwaste,Metal\Metal_616.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_616.jpg,trashnet,trash\trash10.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\trash\trash10.jpg
10,realwaste,Plastic\Plastic_82.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_82.jpg,trashnet,plastic\plastic179.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic179.jpg
8,ewaste,train\Television\Television_244.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Television\Television_244.jpg,ewaste,train\Television\Television_48.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Television\Television_48.jpg
8,phenomsg,Non-Recyclable\Non-Recyclable\sanitary_napkin\6Risks_MenstrualHygiene.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Non-Recyclable\Non-Recyclable\sanitary_napkin\6Risks_MenstrualHygiene.jpg,trashnet,plastic\plastic467.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic467.jpg
10,realwaste,Metal\Metal_574.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_574.jpg,trashnet,glass\glass74.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass74.jpg
10,realwaste,Miscellaneous Trash\Miscellaneous Trash_89.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_89.jpg,realwaste,Plastic\Plastic_143.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_143.jpg
10,realwaste,Food Organics\Food Organics_301.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_301.jpg,realwaste,Metal\Metal_484.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_484.jpg
10,trashnet,glass\glass295.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass295.jpg,trashnet,glass\glass297.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass297.jpg
8,realwaste,Metal\Metal_574.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_574.jpg,trashnet,metal\metal155.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal155.jpg
8,realwaste,Metal\Metal_248.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_248.jpg,realwaste,Metal\Metal_616.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_616.jpg
8,realwaste,Food Organics\Food Organics_199.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_199.jpg,realwaste,Food Organics\Food Organics_205.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_205.jpg
10,realwaste,Plastic\Plastic_230.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_230.jpg,trashnet,glass\glass74.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass74.jpg
8,realwaste,Food Organics\Food Organics_73.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_73.jpg,trashnet,plastic\plastic482.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic482.jpg
10,trashnet,metal\metal9.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal9.jpg,trashnet,plastic\plastic135.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic135.jpg
10,ewaste,train\Player\Player_215.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Player\Player_215.jpg,trashnet,cardboard\cardboard168.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\cardboard\cardboard168.jpg
8,ewaste,train\Player\Player_145.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Player\Player_145.jpg,ewaste,train\Player\Player_77.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Player\Player_77.jpg
8,realwaste,Metal\Metal_127.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_127.jpg,realwaste,Textile Trash\Textile Trash_213.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Textile Trash\Textile Trash_213.jpg
10,realwaste,Metal\Metal_341.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_341.jpg,trashnet,glass\glass71.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass71.jpg
10,realwaste,Metal\Metal_245.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_245.jpg,realwaste,Paper\Paper_178.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_178.jpg
10,realwaste,Metal\Metal_574.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_574.jpg,realwaste,Plastic\Plastic_216.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_216.jpg
10,realwaste,Miscellaneous Trash\Miscellaneous Trash_273.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_273.jpg,trashnet,glass\glass223.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass223.jpg
10,realwaste,Metal\Metal_549.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_549.jpg,trashnet,plastic\plastic9.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic9.jpg
8,realwaste,Food Organics\Food Organics_104.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_104.jpg,realwaste,Food Organics\Food Organics_50.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_50.jpg
10,realwaste,Metal\Metal_182.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_182.jpg,realwaste,Textile Trash\Textile Trash_167.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Textile Trash\Textile Trash_167.jpg
8,realwaste,Plastic\Plastic_479.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_479.jpg,realwaste,Plastic\Plastic_781.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_781.jpg
10,realwaste,Metal\Metal_435.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_435.jpg,realwaste,Metal\Metal_592.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_592.jpg
10,realwaste,Metal\Metal_435.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_435.jpg,realwaste,Paper\Paper_264.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_264.jpg
10,trashnet,plastic\plastic219.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic219.jpg,trashnet,plastic\plastic282.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic282.jpg
10,realwaste,Metal\Metal_300.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_300.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_102.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_102.jpg
10,realwaste,Glass\Glass_336.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Glass\Glass_336.jpg,trashnet,glass\glass92.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass92.jpg
10,realwaste,Cardboard\Cardboard_97.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Cardboard\Cardboard_97.jpg,realwaste,Plastic\Plastic_823.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_823.jpg
10,realwaste,Plastic\Plastic_740.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_740.jpg,trashnet,plastic\plastic453.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic453.jpg
10,realwaste,Cardboard\Cardboard_322.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Cardboard\Cardboard_322.jpg,trashnet,plastic\plastic482.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic482.jpg
8,realwaste,Metal\Metal_211.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_211.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_436.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_436.jpg
10,realwaste,Food Organics\Food Organics_113.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_113.jpg,realwaste,Plastic\Plastic_666.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_666.jpg
8,ewaste,train\PCB\pcb_69.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_69.jpg,ewaste,train\PCB\pcb_89.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_89.jpg
10,realwaste,Metal\Metal_561.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_561.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_248.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_248.jpg
10,realwaste,Cardboard\Cardboard_181.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Cardboard\Cardboard_181.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_72.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_72.jpg
10,realwaste,Glass\Glass_393.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Glass\Glass_393.jpg,realwaste,Plastic\Plastic_230.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_230.jpg
10,realwaste,Metal\Metal_584.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_584.jpg,realwaste,Paper\Paper_423.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_423.jpg
10,realwaste,Food Organics\Food Organics_73.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_73.jpg,realwaste,Glass\Glass_407.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Glass\Glass_407.jpg
8,realwaste,Metal\Metal_562.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_562.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_201.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_201.jpg
8,trashnet,metal\metal155.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal155.jpg,trashnet,plastic\plastic154.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic154.jpg
10,ewaste,train\Keyboard\Keyboard_94.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Keyboard\Keyboard_94.jpg,realwaste,Cardboard\Cardboard_359.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Cardboard\Cardboard_359.jpg
10,trashnet,metal\metal154.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal154.jpg,trashnet,trash\trash133.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\trash\trash133.jpg
8,realwaste,Metal\Metal_172.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_172.jpg,realwaste,Metal\Metal_6.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_6.jpg
8,realwaste,Paper\Paper_375.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_375.jpg,realwaste,Paper\Paper_384.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_384.jpg
8,realwaste,Miscellaneous Trash\Miscellaneous Trash_482.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_482.jpg,realwaste,Plastic\Plastic_234.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_234.jpg
8,ewaste,train\Washing Machine\Washing_Machine_3.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Washing Machine\Washing_Machine_3.jpg,realwaste,Glass\Glass_22.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Glass\Glass_22.jpg
10,realwaste,Plastic\Plastic_524.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_524.jpg,realwaste,Plastic\Plastic_829.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_829.jpg
10,realwaste,Metal\Metal_558.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_558.jpg,realwaste,Plastic\Plastic_251.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_251.jpg
10,realwaste,Metal\Metal_755.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_755.jpg,realwaste,Textile Trash\Textile Trash_235.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Textile Trash\Textile Trash_235.jpg
10,realwaste,Metal\Metal_32.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_32.jpg,trashnet,plastic\plastic10.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic10.jpg
8,realwaste,Miscellaneous Trash\Miscellaneous Trash_28.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_28.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_85.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_85.jpg
10,realwaste,Plastic\Plastic_625.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_625.jpg,realwaste,Plastic\Plastic_781.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_781.jpg
10,realwaste,Plastic\Plastic_483.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_483.jpg,trashnet,metal\metal398.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal398.jpg
8,phenomsg,Recyclable\Recyclable\glass_containers\korken-bottle-shaped-jar-with-lid-clear-glass__1152252_pe885219_s5.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\glass_containers\korken-bottle-shaped-jar-with-lid-clear-glass__1152252_pe885219_s5.jpg,phenomsg,Recyclable\Recyclable\glass_containers\korken-bottle-shaped-jar-with-lid-clear-glass__1152258_pe885224_s5.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\glass_containers\korken-bottle-shaped-jar-with-lid-clear-glass__1152258_pe885224_s5.jpg
10,realwaste,Metal\Metal_574.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_574.jpg,realwaste,Plastic\Plastic_221.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_221.jpg
10,realwaste,Metal\Metal_28.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_28.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_140.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_140.jpg
8,realwaste,Plastic\Plastic_218.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_218.jpg,realwaste,Plastic\Plastic_231.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_231.jpg
10,ewaste,train\Battery\battery_270.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Battery\battery_270.jpg,realwaste,Plastic\Plastic_631.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_631.jpg
10,realwaste,Textile Trash\Textile Trash_172.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Textile Trash\Textile Trash_172.jpg,realwaste,Textile Trash\Textile Trash_205.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Textile Trash\Textile Trash_205.jpg
8,ewaste,train\Washing Machine\Washing_Machine_160.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Washing Machine\Washing_Machine_160.jpg,trashnet,plastic\plastic353.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic353.jpg
10,realwaste,Miscellaneous Trash\Miscellaneous Trash_232.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_232.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_70.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_70.jpg
10,realwaste,Miscellaneous Trash\Miscellaneous Trash_492.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_492.jpg,realwaste,Plastic\Plastic_230.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_230.jpg
10,realwaste,Cardboard\Cardboard_411.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Cardboard\Cardboard_411.jpg,realwaste,Plastic\Plastic_811.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_811.jpg
8,realwaste,Cardboard\Cardboard_322.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Cardboard\Cardboard_322.jpg,realwaste,Food Organics\Food Organics_73.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_73.jpg
8,realwaste,Metal\Metal_300.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_300.jpg,realwaste,Metal\Metal_562.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_562.jpg
8,realwaste,Food Organics\Food Organics_199.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_199.jpg,realwaste,Glass\Glass_309.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Glass\Glass_309.jpg
10,realwaste,Cardboard\Cardboard_322.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Cardboard\Cardboard_322.jpg,realwaste,Food Organics\Food Organics_150.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_150.jpg
8,realwaste,Metal\Metal_700.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_700.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_153.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_153.jpg
8,realwaste,Plastic\Plastic_319.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_319.jpg,trashnet,metal\metal214.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal214.jpg
10,realwaste,Metal\Metal_562.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_562.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_102.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_102.jpg
10,phenomsg,Non-Recyclable\Non-Recyclable\stroform_product\square-paper-bowl-e1641526056341.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\square-paper-bowl-e1641526056341.jpg,realwaste,Metal\Metal_720.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_720.jpg
10,realwaste,Paper\Paper_163.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_163.jpg,trashnet,metal\metal284.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal284.jpg
8,realwaste,Plastic\Plastic_108.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_108.jpg,trashnet,plastic\plastic31.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic31.jpg
10,realwaste,Vegetation\Vegetation_347.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Vegetation\Vegetation_347.jpg,trashnet,glass\glass56.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass56.jpg
10,ewaste,train\Battery\battery_263.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Battery\battery_263.jpg,realwaste,Glass\Glass_398.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Glass\Glass_398.jpg
10,realwaste,Food Organics\Food Organics_398.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_398.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_85.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_85.jpg
8,realwaste,Plastic\Plastic_230.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_230.jpg,realwaste,Plastic\Plastic_251.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_251.jpg
8,realwaste,Paper\Paper_314.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Paper\Paper_314.jpg,realwaste,Plastic\Plastic_463.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_463.jpg
10,ewaste,train\Washing Machine\Washing_Machine_19.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Washing Machine\Washing_Machine_19.jpg,trashnet,glass\glass127.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass127.jpg
10,realwaste,Metal\Metal_497.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_497.jpg,trashnet,plastic\plastic481.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic481.jpg
10,trashnet,glass\glass182.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass182.jpg,trashnet,metal\metal152.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\metal\metal152.jpg
10,realwaste,Metal\Metal_17.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_17.jpg,trashnet,glass\glass71.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass71.jpg
10,realwaste,Miscellaneous Trash\Miscellaneous Trash_284.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_284.jpg,realwaste,Plastic\Plastic_110.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_110.jpg
10,realwaste,Metal\Metal_206.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_206.jpg,realwaste,Plastic\Plastic_360.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_360.jpg
10,realwaste,Metal\Metal_191.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_191.jpg,realwaste,Miscellaneous Trash\Miscellaneous Trash_57.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_57.jpg
10,realwaste,Metal\Metal_246.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_246.jpg,trashnet,paper\paper346.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\paper\paper346.jpg
