dataset,label,split,path,width,height,aspect_ratio,format,mode,mean_brightness,blur_score,status,issues
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\sanitary_napkin\personal-care.png,1200,628,1.9108,PNG,P,221.74,2021.16,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\sanitary_napkin\pile-period-products.png,1920,1080,1.7778,PNG,P,130.82,736.25,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\sanitary_napkin\polymers-14-05519-g001.png,3036,4205,0.722,PNG,RGB,201.37,17.64,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\sanitary_napkin\sanitary-napkins.jpg,550,387,1.4212,JPEG,RGB,239.47,1027.5,WARNING,very_bright
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\sanitary_napkin\Sanitary-products_cmp-scaled.jpg,2048,1366,1.4993,JPEG,RGB,209.02,8.83,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\sanitary_napkin\sanitary_1669126812106_1669126820530_1669126820530.jpeg,1599,900,1.7767,JPEG,RGB,110.12,16.45,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\sanitary_napkin\vagina-vulva-1200x628-facebook-1200x628.jpg,1200,628,1.9108,JPEG,RGB,130.72,32.12,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\sanitary_napkin\vagina-vulva-1296x728-header.jpg,1296,728,1.7802,JPEG,RGB,132.15,22.86,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\sanitary_napkin\what-methods-can-be-used-for-the-disposal-of-infectious-waste.jpg,2100,650,3.2308,JPEG,RGB,122.66,26.5,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\-out-plastic-bag-styrofoam-paper-foam-miscellaneous-rectangle-food-packaging.png,920,756,1.2169,PNG,P,238.26,286.32,WARNING,very_bright | non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\006599702_1-6aa3222b5bef71610d70bc6e3bad3255-768x994.png,768,994,0.7726,PNG,P,239.05,3477.96,WARNING,very_bright | non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\1cd-600x600.png,600,600,1.0,PNG,RGBA,82.3,740.18,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\2018-09-Chanalytics-iStock-reduce20foam20packaging20chainalytics_75ps.jpg,2000,1333,1.5004,JPEG,RGB,205.29,31.74,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\8f4dfec62271432d866768b7f62c88b4.jpg,6000,4000,1.5,JPEG,RGB,128.22,12.4,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\AMP-58_62348a9647c53.jpg,1200,900,1.3333,JPEG,RGB,205.81,30.78,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\BagasseContainers-pg9c7yp7i7al8c7b1cr5t240eval1iwbtyh0yvfhxs.png,400,296,1.3514,PNG,RGBA,74.46,1374.32,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\bbdcdabfab359104e5e0d6d62b2b1bb0-e1604602972745.png,523,427,1.2248,PNG,P,204.4,446.65,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\Custom-Clamshell-Container-3b.png,1200,1200,1.0,PNG,RGBA,103.8,712.22,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\Designed4Trash_2.png,1060,700,1.5143,PNG,RGBA,171.64,108.23,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\EPS-for-recycling-scaled.jpg,1654,924,1.79,JPEG,RGB,150.18,15.39,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\foam-plastic-no6.png,300,300,1.0,PNG,RGBA,215.37,153.66,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\Food-Packaging-Waste-Statistics-Understanding-the-Rise-of-Food-Packaging-Waste-Feature-Images.jpg,1920,1280,1.5,JPEG,RGB,140.49,49.99,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\foods-12-01057-g001.png,3225,2200,1.4659,PNG,P,231.34,1030.77,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\MaterialsBackground.jpg,2044,993,2.0584,JPEG,RGB,215.1,49.51,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\MaterialsInset-pg995s2adcgk9w92fq5jiv2tkudmqth20lfzr6svbk.png,400,296,1.3514,PNG,RGBA,123.79,837.64,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\Packaging_waste_v4.png,1772,1289,1.3747,PNG,P,95.08,343.26,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\plastic_food_containers.png,600,600,1.0,PNG,RGBA,86.48,203.03,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\ps-foam-containers_20220124_Minh-Mi-Goi_shutterstock_1580179006-web.jpg,1200,800,1.5,JPEG,RGB,138.21,48.98,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\recycling-05-00030-g001.png,3068,2308,1.3293,PNG,RGBA,128.11,122.56,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\Reuse-Container-by-Forest-Whale-edible-packaging.jpg,1080,700,1.5429,JPEG,RGB,99.71,18.18,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\sfe_zw_slider_styrofoam.jpg,514,226,2.2743,JPEG,RGB,236.48,1262.32,WARNING,very_bright
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\shutterstock_1027804891-scaled-1.jpg,2560,1709,1.498,JPEG,RGB,200.19,29.71,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\strawberry-packaging_.png,929,720,1.2903,PNG,P,129.45,1017.54,WARNING,non_rgb_mode
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\styrofoam-facts.jpg,1500,844,1.7773,JPEG,RGB,135.99,28.19,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\styrofoam-packing-peanutes-alternative-header.jpg,1600,750,2.1333,JPEG,RGB,180.78,47.0,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\styrofoam2.jpg,665,443,1.5011,JPEG,RGB,239.75,96.62,WARNING,very_bright
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\StyrofoamContainers.jpg,500,500,1.0,JPEG,RGB,238.11,148.3,WARNING,very_bright
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\tapioca20meal20box02.jpg,2128,1419,1.4996,JPEG,RGB,168.58,24.87,WARNING,possible_blur
phenomsg,Non-Recyclable,,data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\Thermoplastics-and-their-used-in-food-packaging.png,850,664,1.2801,PNG,P,241.79,2858.77,WARNING,very_bright | non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\154947875.wildland.packaging.png,1280,1280,1.0,PNG,RGBA,66.63,577.02,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\1JqctqHKmoMeugSMxsSKhpg.png,720,1080,0.6667,PNG,RGBA,139.04,124.84,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\3_b1846eaf-f53b-47b7-aec2-e163cf50171f_480x480.png,480,305,1.5738,PNG,RGBA,154.16,219.53,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\3_d72a8c69-d0f8-4ace-9ca1-792ed274da2e_1024x.png,1024,1024,1.0,PNG,RGBA,173.18,326.13,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\5_327d531b-bc9d-43a7-b3b9-2db3c568ae2a_480x480.png,480,305,1.5738,PNG,RGBA,155.35,308.6,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\7ef3ae48cc20439dbee2d1326eb6b417.jpg,690,700,0.9857,PNG,P,116.52,1507.11,WARNING,transparency
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\apple-tea.png,533,632,0.8434,PNG,P,221.17,1361.1,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\beans.png,1920,437,4.3936,PNG,RGBA,202.95,1251.05,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\benefits-for-the-body.png,830,1166,0.7118,PNG,RGBA,81.83,1568.99,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\coffe-hyper-Are-there-Coffee-Bags-Like-Tea-Bags.png,1500,925,1.6216,PNG,P,124.17,1976.25,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\coffee-beans-tea-leaves-storage-beans.jpg,1200,1090,1.1009,JPEG,RGB,137.17,38.42,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\coffee-grounds-and-tea-bags.png,439,447,0.9821,PNG,RGBA,195.17,222.09,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\Coffee_TeaBags_RGB_2.jpg,2982,1988,1.5,JPEG,RGB,193.53,42.5,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\Dip-Bag-01-600x600.png,600,600,1.0,PNG,RGBA,118.09,293.65,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\e0061fc43da23a9fd481dd16aa2bbdda.jpg,736,736,1.0,JPEG,RGB,236.46,234.73,WARNING,very_bright
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\e775f7fd372e414b924fcad3a829dd08.jpg,352,480,0.7333,PNG,P,134.63,2843.61,WARNING,transparency
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\Green-Beans-Coffee-2.png,1600,1600,1.0,PNG,P,178.75,97.68,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\Green-Coffee-Green-Tea-Bags-SDL352859297-1-9e4d7.png,850,995,0.8543,PNG,RGB,196.09,37.88,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\Green-Zipper-15-Tea-Bags-500x500.png,500,500,1.0,PNG,P,149.31,1406.1,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\png-transparent-instant-coffee-espresso-coffee-bag-tea-bag-coffee-food-tea-coffee.png,920,1185,0.7764,PNG,P,207.56,806.93,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\premiumcoffe.jpg,1348,1348,1.0,JPEG,RGB,240.34,203.71,WARNING,very_bright
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\PS_ImmunityBoost_Pack-MockUp-with-Teabag_FRONT_600x.png,600,600,1.0,PNG,RGBA,26.43,1517.62,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\S7e1e604f3d034f399a52858e8be639dfQ.jpg,2000,2000,1.0,JPEG,RGB,120.21,32.72,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\slider_25.png,2393,1049,2.2812,PNG,RGBA,110.11,290.2,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\tea-5174668_1280-e1619903116935.jpg,1200,675,1.7778,JPEG,RGB,163.58,36.12,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\tea-vector-line-icons-contains-such-icons-as-cup-of-tea-teabags-coffee-beans.jpg,1300,824,1.5777,WEBP,RGB,245.89,1292.85,WARNING,very_bright
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\Top-5-Coffee-Producing-States-In-India.png,800,445,1.7978,PNG,RGBA,69.14,1095.06,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\Types-Of-Coffee-Packaging.jpg,1920,1080,1.7778,JPEG,RGB,166.39,25.95,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\used_teabags_garden_featured.png,1200,630,1.9048,PNG,P,86.43,540.09,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\coffee_tea_bags\zindagi_green_coffee_beans_400_gm_0.jpg,600,600,1.0,JPEG,RGB,240.04,1247.71,WARNING,very_bright
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\001_486_IMG_broken-brown-eggshell-marble-surface.jpg,1080,790,1.3671,JPEG,RGB,160.82,5.76,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\10-Cool-Things-to-Do-With-Eggshells.png,875,1556,0.5623,PNG,P,134.55,656.45,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\51kXtLk8BSL.jpg,1000,1000,1.0,JPEG,RGB,235.52,159.29,WARNING,very_bright
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\698107-hatched-open-poultry-chicks-egg-shells-shell-706502.jpg,1280,720,1.7778,JPEG,RGB,151.74,34.11,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\broken-eggs-1711144_1920.jpg,1920,1280,1.5,JPEG,RGB,89.4,15.01,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\broken-eggshells.jpg,2121,1414,1.5,JPEG,RGB,136.08,43.47,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\brown-crushed-egg-shell.jpg,1000,1667,0.5999,JPEG,RGB,171.68,44.66,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\composting-eggshells.jpg,1200,900,1.3333,JPEG,RGB,145.9,47.19,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\eggshell9.png,2000,2000,1.0,PNG,RGBA,197.23,36.9,WARNING,possible_blur | non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\Eggshell_001.jpg,2304,1728,1.3333,JPEG,RGB,188.46,26.01,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\eggshellpinfbready.png,800,419,1.9093,PNG,P,175.76,948.14,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\eggshells-.png,1200,800,1.5,PNG,P,168.64,113.9,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\eggshells-in-bowl-1296x728.jpg,1296,728,1.7802,JPEG,RGB,133.66,49.44,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\Engraved-ostrich-eggshell-fragment-Upper-Palaeolithic-Patne-India.png,765,531,1.4407,PNG,P,89.52,66.52,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\GettyImages-1136556806.jpg,2121,1414,1.5,JPEG,RGB,169.69,24.05,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\idiom-walk-on-eggshells.png,1000,1500,0.6667,PNG,P,182.13,857.44,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\iStock_000003656044XSmall_egg-shells.jpg,433,277,1.5632,JPEG,RGB,243.03,16.49,WARNING,very_bright | possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\kvjhnutlxx2zrto2or8j.png,349,480,0.7271,PNG,P,181.71,2307.81,WARNING,transparency
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\l-intro-1680523821.jpg,1600,901,1.7758,JPEG,RGB,134.65,47.17,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\ruCCMI2J-eggshells.png,745,491,1.5173,PNG,P,131.93,2084.23,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\seedling-growth-in-eggshells.jpg,1600,1200,1.3333,JPEG,RGB,154.58,16.74,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\The-color-and-pigment-patterns-of-eggshells-vary-greatly-across-avian-lineages-We.png,850,842,1.0095,PNG,RGBA,84.68,326.05,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\Walking-on-eggshells-blog-graphics_Facebook.png,2500,1313,1.904,PNG,RGB,124.09,33.31,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\egg_shells\ways-to-reuse-eggshells-1614120054.jpg,2124,1411,1.5053,JPEG,RGB,158.54,37.46,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\food_scraps\5.png,1200,675,1.7778,PNG,RGBA,83.3,1006.32,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\food_scraps\81333635.jpg,1200,900,1.3333,JPEG,RGB,183.29,21.91,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\food_scraps\food-scraps-flyer-1-1.png,3600,4800,0.75,PNG,P,201.94,698.07,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\food_scraps\food-waste.jpg,1200,669,1.7937,JPEG,RGB,124.72,14.11,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\food_scraps\innovationsustainabilitya-home-bin-turning-food-scraps-into-farm-feed.png,1500,698,2.149,PNG,P,115.7,441.31,WARNING,transparency
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\food_scraps\iStock-1310811753.jpg,1253,836,1.4988,JPEG,RGB,146.62,45.13,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\food_scraps\What-is-Food-Waste.png,1280,720,1.7778,PNG,RGBA,68.94,516.12,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\1622878634889.png,800,400,2.0,PNG,P,157.19,2463.53,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\3-Figure1-1.png,1400,684,2.0468,PNG,RGB,241.11,2164.69,WARNING,very_bright
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\768-Glad-C2A9-Salty-Dingo-2021-2846-Frame-1.png,768,768,1.0,PNG,RGBA,160.99,1164.7,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\Comparison-of-the-food-waste-estimated-using-the-MFA-approach-for-different-food-groups.png,850,1047,0.8118,PNG,P,239.1,641.73,WARNING,very_bright | non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\environmental-impacts-of-a-year-of-wasted-food_0.png,1600,900,1.7778,PNG,RGBA,196.05,2198.72,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\Food-Waste-based-Bio-gas-Plant-1.png,500,350,1.4286,PNG,P,96.86,686.03,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\garbage-hero.png,3000,1935,1.5504,PNG,P,211.07,68.93,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\ImageForArticle_1068_15838554769721277.png,950,638,1.489,PNG,RGBA,131.57,260.53,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\johnny-mcclung-702726-unsplash.jpg,5760,3840,1.5,JPEG,RGB,106.38,44.5,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\New_Food_Diagram_Image3130.jpg,1000,739,1.3532,JPEG,RGB,241.99,1618.83,WARNING,very_bright
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\Screen_Shot_2022-11-07_at_11.19.24_PM_480x480.png,480,478,1.0042,PNG,RGBA,147.69,2712.01,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\shutterstock_1140138707.png,1200,627,1.9139,PNG,P,102.0,488.25,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\shutterstock_574145911-2.png,800,450,1.7778,PNG,RGBA,91.35,1281.25,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\sustainability-12-01976-g001.png,3745,2252,1.663,PNG,P,248.71,862.88,WARNING,very_bright | non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\te-Vegan-Meal-Plan-Digital-Recipe-Book-Plant-based-recipes-zero-waste-living.png,1200,628,1.9108,PNG,RGBA,187.5,467.4,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\vegan-plant-based-protein-food-waste-solution-header.png,1500,786,1.9084,PNG,RGBA,187.61,603.35,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\waste20ryc.png,584,417,1.4005,PNG,RGBA,133.93,1981.62,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\kitchen_waste\Zero-Waste-Dishes_825_432_int.png,825,432,1.9097,PNG,RGBA,163.3,2296.21,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\yard_trimmings\Carson-City-Green-Waste-Composting-Yes-and-No-Materials.png,812,1462,0.5554,PNG,RGBA,217.47,2104.66,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\yard_trimmings\Dont-trash-natural-areas-2.png,940,788,1.1929,PNG,RGBA,119.66,2938.46,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\yard_trimmings\dsc_0103.jpg,6000,4000,1.5,MPO,RGB,140.04,33.68,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\yard_trimmings\No20YW20in20Plastic20Postcard.png,1198,564,2.1241,PNG,RGBA,119.11,846.54,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\yard_trimmings\Yard-Waste-101.jpg,4795,3720,1.289,JPEG,RGB,157.61,37.53,WARNING,possible_blur
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\yard_trimmings\Yard-waste-1024x532.png,1024,532,1.9248,PNG,RGBA,138.25,1958.15,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\yard_trimmings\yard-waste-disposal-1-1-.png,800,533,1.5009,PNG,RGBA,91.66,5124.01,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\yard_trimmings\yard-waste-header.png,5230,1936,2.7014,PNG,RGBA,133.85,199.21,WARNING,non_rgb_mode
phenomsg,Organic,,data\raw\phenomsg\Organic\Organic\yard_trimmings\yard-waste.png,2593,1739,1.4911,PNG,RGBA,218.2,1431.15,WARNING,non_rgb_mode
phenomsg,Recyclable,,data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\012893089_1-b80c05baee89d6658162d41907fc5880-768x994.png,768,994,0.7726,PNG,P,231.95,3193.74,WARNING,non_rgb_mode
phenomsg,Recyclable,,data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\02-zero-waste-plastic_3x4.jpg,2305,3072,0.7503,JPEG,RGB,191.31,4.98,WARNING,possible_blur
phenomsg,Recyclable,,data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\12-oz-soda-can.png,600,600,1.0,PNG,P,93.78,710.15,WARNING,transparency
phenomsg,Recyclable,,data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\20170221152145.png,560,400,1.4,PNG,RGBA,98.8,176.5,WARNING,non_rgb_mode
phenomsg,Recyclable,,data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\2_piece_DI_02.png,220,220,1.0,PNG,RGBA,187.27,2038.14,WARNING,non_rgb_mode
phenomsg,Recyclable,,data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\3_piece_can_new_03.png,828,823,1.0061,PNG,RGBA,181.08,418.2,WARNING,non_rgb_mode
phenomsg,Recyclable,,data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\3d-illustration-of-blank-aluminum-can-png.png,1280,1920,0.6667,PNG,LA,83.15,103.41,WARNING,non_rgb_mode
phenomsg,Recyclable,,data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\4-9.png,960,640,1.5,PNG,RGBA,197.58,2684.38,WARNING,non_rgb_mode
phenomsg,Recyclable,,data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\47036.png,500,500,1.0,PNG,RGBA,154.76,1116.62,WARNING,non_rgb_mode
phenomsg,Recyclable,,data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\500ml-blank-customized-drink-printed-aluminum-can-747.jpg,496,500,0.992,JPEG,RGB,235.92,483.77,WARNING,very_bright
